"";"SchoolName2";"variable";"estimate";"Total";"Percent";"LeaveTime";"CumPer";"LeaveDT";"School.name";"Proposed.tier";"Start";"End";"Type";"Name";"Address";"State";"MailingAddress";"CurrentStartTime";"Total.Students";"Female";"%.Female";"Gender.X";"%.Gender.X";"Male";"%.Male";"American.Indian/.Alaskan.Native";"%.American.Indian/.Alaskan.Native";"Asian";"%.Asian";"Black/.African.American";"%.Black/.African.American";"Hispanic/.Latino.of.any.race(s)";"%.Hispanic/.Latino.of.any.race(s)";"Native.Hawaiian/.Other.Pacific.Islander";"%.Native.Hawaiian/.Other.Pacific.Islander";"Two.or.More.Races";"%.Two.or.More.Races";"White";"%.White";"English.Language.Learners";"%.English.Language.Learners";"Foster.Care";"%.Foster.Care";"Highly.Capable";"%.Highly.Capable";"Homeless";"%.Homeless";"Low-Income";"%.Low-Income";"Migrant";"%.Migrant";"Military.Parent";"%.Military.Parent";"Mobile";"%.Moble";"Section.504";"%.Section.504";"Students.with.Disabilities";"%.Students.with.Disabilities";"Non-English.Language.Learners";"%.Non-English.Language.Learners";"Non-Foster.Care";"%.Non-Foster.Care";"Non-Highly.Capable";"%.Non-Highly.Capable";"Non-Homeless";"%.Non-Homeless";"Non-Low.Income";"%.Non-Low.Income";"Non.Migrant";"%.Non.Migrant";"Non.Military.Parent";"%.Non.Military.Parent";"Non.Mobile";"%.Non.Mobile";"Non.Section.504";"%.Non.Section.504";"Students.without.Disabilities";"%.Students.without.Disabilities";"2020-21.FRPL.%.based.on.2019-20.as.of.Mar.31";"2020-21.Preliminary.FRPL.%.based.on.2019-20.data.as.of.Mar.6";"2020-21.Preliminary.FRPL.%.based.on.2019-20.data.as.of.Jan.29";"2019-20.FINAL.FRPL.%.based.on.2018-19.data";"2018-19.FINAL.FRPL.%.based.on.2017-18..data";"3.Year.Average.for.2020-21.Eligibility";"Preliminary.High.Poverty.Eligibility.for.SY.2020-21";"Title.I.School.Wide";"Title1";"ProposedStart";"TimeShift";"ADR_LGT";"ADR_LTT";"GEOID";"median_hhi";"HHI_group";"NeedToLeave"
"11";"Adams Elementary School";"Go2Work_1100";774;18912;0,0409263959390863;11H 0M 0S;0,892343485617597;2022-04-26 11:00:00;"Adams​";1;"7:30 a.m.";"2 p.m.";"Elementary School";"Adams Elementary";"6110 28th Ave. NW";"Seattle, WA 98107";"6110 28th Ave. NW,Seattle, WA 98107";2022-04-26 08:55:00;359;164;0,4568245125;2;0,005571030641;193;0,5376044568;0;0;9;0,02506963788;11;0,03064066852;23;0,06406685237;1;0,00278551532;42;0,1169916435;273;0,7604456825;22;0,06128133705;0;0;12;0,03342618384;0;0;36;0,1002785515;0;0;2;0,005571030641;9;0,02506963788;0;0;49;0;337;0,938718663;359;1;347;0,9665738162;359;1;323;0,8997214485;359;1;357;0,9944289694;350;0,9749303621;359;1;310;0,8635097493;0,11;0,11;0,11;0,1306;0,121157323688969;0,1206;"No";NA;"No";2022-04-26 07:30:00;-85;-122,39155;47,67342;"53033003202";114170,958333333;"100-150K";2022-04-26 07:00:00
"12";"Adams Elementary School";"Go2Work_1200";189;18912;0,00999365482233503;12H 0M 0S;0,902337140439932;2022-04-26 12:00:00;"Adams​";1;"7:30 a.m.";"2 p.m.";"Elementary School";"Adams Elementary";"6110 28th Ave. NW";"Seattle, WA 98107";"6110 28th Ave. NW,Seattle, WA 98107";2022-04-26 08:55:00;359;164;0,4568245125;2;0,005571030641;193;0,5376044568;0;0;9;0,02506963788;11;0,03064066852;23;0,06406685237;1;0,00278551532;42;0,1169916435;273;0,7604456825;22;0,06128133705;0;0;12;0,03342618384;0;0;36;0,1002785515;0;0;2;0,005571030641;9;0,02506963788;0;0;49;0;337;0,938718663;359;1;347;0,9665738162;359;1;323;0,8997214485;359;1;357;0,9944289694;350;0,9749303621;359;1;310;0,8635097493;0,11;0,11;0,11;0,1306;0,121157323688969;0,1206;"No";NA;"No";2022-04-26 07:30:00;-85;-122,39155;47,67342;"53033003202";114170,958333333;"100-150K";2022-04-26 07:00:00
"13";"Adams Elementary School";"Go2Work_1600";704;18912;0,0372250423011844;16H 0M 0S;0,939562182741117;2022-04-26 16:00:00;"Adams​";1;"7:30 a.m.";"2 p.m.";"Elementary School";"Adams Elementary";"6110 28th Ave. NW";"Seattle, WA 98107";"6110 28th Ave. NW,Seattle, WA 98107";2022-04-26 08:55:00;359;164;0,4568245125;2;0,005571030641;193;0,5376044568;0;0;9;0,02506963788;11;0,03064066852;23;0,06406685237;1;0,00278551532;42;0,1169916435;273;0,7604456825;22;0,06128133705;0;0;12;0,03342618384;0;0;36;0,1002785515;0;0;2;0,005571030641;9;0,02506963788;0;0;49;0;337;0,938718663;359;1;347;0,9665738162;359;1;323;0,8997214485;359;1;357;0,9944289694;350;0,9749303621;359;1;310;0,8635097493;0,11;0,11;0,11;0,1306;0,121157323688969;0,1206;"No";NA;"No";2022-04-26 07:30:00;-85;-122,39155;47,67342;"53033003202";114170,958333333;"100-150K";2022-04-26 07:00:00
"14";"Adams Elementary School";"Go2Work_2400";1143;18912;0,0604378172588832;24H 0M 0S;1;2022-04-27 00:00:00;"Adams​";1;"7:30 a.m.";"2 p.m.";"Elementary School";"Adams Elementary";"6110 28th Ave. NW";"Seattle, WA 98107";"6110 28th Ave. NW,Seattle, WA 98107";2022-04-26 08:55:00;359;164;0,4568245125;2;0,005571030641;193;0,5376044568;0;0;9;0,02506963788;11;0,03064066852;23;0,06406685237;1;0,00278551532;42;0,1169916435;273;0,7604456825;22;0,06128133705;0;0;12;0,03342618384;0;0;36;0,1002785515;0;0;2;0,005571030641;9;0,02506963788;0;0;49;0;337;0,938718663;359;1;347;0,9665738162;359;1;323;0,8997214485;359;1;357;0,9944289694;350;0,9749303621;359;1;310;0,8635097493;0,11;0,11;0,11;0,1306;0,121157323688969;0,1206;"No";NA;"No";2022-04-26 07:30:00;-85;-122,39155;47,67342;"53033003202";114170,958333333;"100-150K";2022-04-26 07:00:00
"15";"Aki Kurose Middle School";"Go2Work_0500";2306;34165;0,0674959754134348;5H 0M 0S;0,0674959754134348;2022-04-26 05:00:00;"Aki Kurose​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Aki Kurose Middle School";"3928 S Graham St.";"Seattle, WA 98118";"3928 S Graham St.,Seattle, WA 98118";2022-04-26 08:55:00;718;340;0,4735376045;2;0,00278551532;376;0,5236768802;4;0,005571030641;192;0,2674094708;229;0,3189415042;123;0,1713091922;10;0,0139275766;71;0,09888579387;89;0,1239554318;183;0,2548746518;0;0;15;0,0208913649;34;0,04735376045;520;0,7242339833;0;0;0;0;27;0,03760445682;4;0,005571030641;123;6,59523126e-05;535;0,7451253482;714;0,9944289694;703;0,9791086351;684;0,9526462396;198;0,2757660167;718;1;718;1;691;0,9623955432;714;0,9944289694;595;0,8286908078;0,7184;0,7184;0,7184;0,747;0,769343065693431;0,7449;"Yes";"School-wide";"School-wide";2022-04-26 08:30:00;-25;-122,28198;47,54632;"53033010301";88289;"50-100K";2022-04-26 08:00:00
"16";"Aki Kurose Middle School";"Go2Work_0530";1202;34165;0,0351822040099517;5H 30M 0S;0,102678179423387;2022-04-26 05:30:00;"Aki Kurose​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Aki Kurose Middle School";"3928 S Graham St.";"Seattle, WA 98118";"3928 S Graham St.,Seattle, WA 98118";2022-04-26 08:55:00;718;340;0,4735376045;2;0,00278551532;376;0,5236768802;4;0,005571030641;192;0,2674094708;229;0,3189415042;123;0,1713091922;10;0,0139275766;71;0,09888579387;89;0,1239554318;183;0,2548746518;0;0;15;0,0208913649;34;0,04735376045;520;0,7242339833;0;0;0;0;27;0,03760445682;4;0,005571030641;123;6,59523126e-05;535;0,7451253482;714;0,9944289694;703;0,9791086351;684;0,9526462396;198;0,2757660167;718;1;718;1;691;0,9623955432;714;0,9944289694;595;0,8286908078;0,7184;0,7184;0,7184;0,747;0,769343065693431;0,7449;"Yes";"School-wide";"School-wide";2022-04-26 08:30:00;-25;-122,28198;47,54632;"53033010301";88289;"50-100K";2022-04-26 08:00:00
"17";"Aki Kurose Middle School";"Go2Work_0600";1344;34165;0,0393385043172838;6H 0M 0S;0,14201668374067;2022-04-26 06:00:00;"Aki Kurose​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Aki Kurose Middle School";"3928 S Graham St.";"Seattle, WA 98118";"3928 S Graham St.,Seattle, WA 98118";2022-04-26 08:55:00;718;340;0,4735376045;2;0,00278551532;376;0,5236768802;4;0,005571030641;192;0,2674094708;229;0,3189415042;123;0,1713091922;10;0,0139275766;71;0,09888579387;89;0,1239554318;183;0,2548746518;0;0;15;0,0208913649;34;0,04735376045;520;0,7242339833;0;0;0;0;27;0,03760445682;4;0,005571030641;123;6,59523126e-05;535;0,7451253482;714;0,9944289694;703;0,9791086351;684;0,9526462396;198;0,2757660167;718;1;718;1;691;0,9623955432;714;0,9944289694;595;0,8286908078;0,7184;0,7184;0,7184;0,747;0,769343065693431;0,7449;"Yes";"School-wide";"School-wide";2022-04-26 08:30:00;-25;-122,28198;47,54632;"53033010301";88289;"50-100K";2022-04-26 08:00:00
"18";"Aki Kurose Middle School";"Go2Work_0630";2411;34165;0,0705692960632226;6H 30M 0S;0,212585979803893;2022-04-26 06:30:00;"Aki Kurose​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Aki Kurose Middle School";"3928 S Graham St.";"Seattle, WA 98118";"3928 S Graham St.,Seattle, WA 98118";2022-04-26 08:55:00;718;340;0,4735376045;2;0,00278551532;376;0,5236768802;4;0,005571030641;192;0,2674094708;229;0,3189415042;123;0,1713091922;10;0,0139275766;71;0,09888579387;89;0,1239554318;183;0,2548746518;0;0;15;0,0208913649;34;0,04735376045;520;0,7242339833;0;0;0;0;27;0,03760445682;4;0,005571030641;123;6,59523126e-05;535;0,7451253482;714;0,9944289694;703;0,9791086351;684;0,9526462396;198;0,2757660167;718;1;718;1;691;0,9623955432;714;0,9944289694;595;0,8286908078;0,7184;0,7184;0,7184;0,747;0,769343065693431;0,7449;"Yes";"School-wide";"School-wide";2022-04-26 08:30:00;-25;-122,28198;47,54632;"53033010301";88289;"50-100K";2022-04-26 08:00:00
"19";"Aki Kurose Middle School";"Go2Work_0700";2773;34165;0,0811649348748719;7H 0M 0S;0,293750914678765;2022-04-26 07:00:00;"Aki Kurose​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Aki Kurose Middle School";"3928 S Graham St.";"Seattle, WA 98118";"3928 S Graham St.,Seattle, WA 98118";2022-04-26 08:55:00;718;340;0,4735376045;2;0,00278551532;376;0,5236768802;4;0,005571030641;192;0,2674094708;229;0,3189415042;123;0,1713091922;10;0,0139275766;71;0,09888579387;89;0,1239554318;183;0,2548746518;0;0;15;0,0208913649;34;0,04735376045;520;0,7242339833;0;0;0;0;27;0,03760445682;4;0,005571030641;123;6,59523126e-05;535;0,7451253482;714;0,9944289694;703;0,9791086351;684;0,9526462396;198;0,2757660167;718;1;718;1;691;0,9623955432;714;0,9944289694;595;0,8286908078;0,7184;0,7184;0,7184;0,747;0,769343065693431;0,7449;"Yes";"School-wide";"School-wide";2022-04-26 08:30:00;-25;-122,28198;47,54632;"53033010301";88289;"50-100K";2022-04-26 08:00:00
"20";"Aki Kurose Middle School";"Go2Work_0730";3862;34165;0,113039660471243;7H 30M 0S;0,406790575150007;2022-04-26 07:30:00;"Aki Kurose​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Aki Kurose Middle School";"3928 S Graham St.";"Seattle, WA 98118";"3928 S Graham St.,Seattle, WA 98118";2022-04-26 08:55:00;718;340;0,4735376045;2;0,00278551532;376;0,5236768802;4;0,005571030641;192;0,2674094708;229;0,3189415042;123;0,1713091922;10;0,0139275766;71;0,09888579387;89;0,1239554318;183;0,2548746518;0;0;15;0,0208913649;34;0,04735376045;520;0,7242339833;0;0;0;0;27;0,03760445682;4;0,005571030641;123;6,59523126e-05;535;0,7451253482;714;0,9944289694;703;0,9791086351;684;0,9526462396;198;0,2757660167;718;1;718;1;691;0,9623955432;714;0,9944289694;595;0,8286908078;0,7184;0,7184;0,7184;0,747;0,769343065693431;0,7449;"Yes";"School-wide";"School-wide";2022-04-26 08:30:00;-25;-122,28198;47,54632;"53033010301";88289;"50-100K";2022-04-26 08:00:00
"21";"Aki Kurose Middle School";"Go2Work_0800";4041;34165;0,118278940436119;8H 0M 0S;0,525069515586126;2022-04-26 08:00:00;"Aki Kurose​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Aki Kurose Middle School";"3928 S Graham St.";"Seattle, WA 98118";"3928 S Graham St.,Seattle, WA 98118";2022-04-26 08:55:00;718;340;0,4735376045;2;0,00278551532;376;0,5236768802;4;0,005571030641;192;0,2674094708;229;0,3189415042;123;0,1713091922;10;0,0139275766;71;0,09888579387;89;0,1239554318;183;0,2548746518;0;0;15;0,0208913649;34;0,04735376045;520;0,7242339833;0;0;0;0;27;0,03760445682;4;0,005571030641;123;6,59523126e-05;535;0,7451253482;714;0,9944289694;703;0,9791086351;684;0,9526462396;198;0,2757660167;718;1;718;1;691;0,9623955432;714;0,9944289694;595;0,8286908078;0,7184;0,7184;0,7184;0,747;0,769343065693431;0,7449;"Yes";"School-wide";"School-wide";2022-04-26 08:30:00;-25;-122,28198;47,54632;"53033010301";88289;"50-100K";2022-04-26 08:00:00
"22";"Aki Kurose Middle School";"Go2Work_0830";4298;34165;0,12580125859798;8H 30M 0S;0,650870774184107;2022-04-26 08:30:00;"Aki Kurose​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Aki Kurose Middle School";"3928 S Graham St.";"Seattle, WA 98118";"3928 S Graham St.,Seattle, WA 98118";2022-04-26 08:55:00;718;340;0,4735376045;2;0,00278551532;376;0,5236768802;4;0,005571030641;192;0,2674094708;229;0,3189415042;123;0,1713091922;10;0,0139275766;71;0,09888579387;89;0,1239554318;183;0,2548746518;0;0;15;0,0208913649;34;0,04735376045;520;0,7242339833;0;0;0;0;27;0,03760445682;4;0,005571030641;123;6,59523126e-05;535;0,7451253482;714;0,9944289694;703;0,9791086351;684;0,9526462396;198;0,2757660167;718;1;718;1;691;0,9623955432;714;0,9944289694;595;0,8286908078;0,7184;0,7184;0,7184;0,747;0,769343065693431;0,7449;"Yes";"School-wide";"School-wide";2022-04-26 08:30:00;-25;-122,28198;47,54632;"53033010301";88289;"50-100K";2022-04-26 08:00:00
"23";"Aki Kurose Middle School";"Go2Work_0900";2000;34165;0,0585394409483389;9H 0M 0S;0,709410215132446;2022-04-26 09:00:00;"Aki Kurose​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Aki Kurose Middle School";"3928 S Graham St.";"Seattle, WA 98118";"3928 S Graham St.,Seattle, WA 98118";2022-04-26 08:55:00;718;340;0,4735376045;2;0,00278551532;376;0,5236768802;4;0,005571030641;192;0,2674094708;229;0,3189415042;123;0,1713091922;10;0,0139275766;71;0,09888579387;89;0,1239554318;183;0,2548746518;0;0;15;0,0208913649;34;0,04735376045;520;0,7242339833;0;0;0;0;27;0,03760445682;4;0,005571030641;123;6,59523126e-05;535;0,7451253482;714;0,9944289694;703;0,9791086351;684;0,9526462396;198;0,2757660167;718;1;718;1;691;0,9623955432;714;0,9944289694;595;0,8286908078;0,7184;0,7184;0,7184;0,747;0,769343065693431;0,7449;"Yes";"School-wide";"School-wide";2022-04-26 08:30:00;-25;-122,28198;47,54632;"53033010301";88289;"50-100K";2022-04-26 08:00:00
